,1,2,3
book1.jpg,0.08292822419216471,290.5865091798917,"(3.5189921855926514, 6250)"
book10.jpg,0.08538993089832182,270.0571350933651,"(3.705002784729004, 6250)"
book100.jpg,0.048514639880316304,295.9070630156094,"(3.1549956798553467, 6250)"
book101.jpg,0.05891330891330891,280.56656242125297,"(3.5219995975494385, 6250)"
book102.jpg,0.050938916468810706,299.40515275292796,"(3.138000249862671, 6250)"
book103.jpg,0.05065158593557905,301.3767505924327,"(3.084995746612549, 6250)"
book104.jpg,0.05517241379310345,315.5162278098622,"(2.9509987831115723, 6250)"
book105.jpg,0.052873563218390804,310.4044741528525,"(3.1759889125823975, 6250)"
book106.jpg,0.05561766349916154,294.06906053405555,"(3.0279977321624756, 6250)"
book107.jpg,0.027454027454027453,309.2341996286546,"(3.3770008087158203, 6250)"
book108.jpg,0.03912270302311796,340.3250096009621,"(3.1760027408599854, 6250)"
book109.jpg,0.0724907063197026,303.18228348961424,"(3.112001895904541, 6250)"
book11.jpg,0.10209898937548588,288.9036275221604,"(3.156005859375, 6250)"
book110.jpg,0.05860972285324852,293.76816780509756,"(3.1310009956359863, 6250)"
book12.jpg,0.15299944964226747,255.4205261591574,"(2.897998809814453, 6250)"
book13.jpg,0.09467084639498433,271.2710373060332,"(3.0129973888397217, 6250)"
book14.jpg,0.010285532742941106,355.1939246935621,"(3.38700270652771, 6250)"
book15.jpg,0.07552083333333333,277.9234366489781,"(3.064997434616089, 6250)"
book16.jpg,0.09645861866562316,272.98760265931764,"(2.913994550704956, 6250)"
book17.jpg,0.06456082017179274,288.9093197055985,"(2.8350024223327637, 6250)"
book18.jpg,0.052620675367723226,291.77675669835867,"(2.8829774856567383, 6250)"
book19.jpg,0.08355681016231475,272.0995636395526,"(2.9760098457336426, 6250)"
book2.jpg,0.06357357889144678,288.18733107923345,"(2.8789994716644287, 6250)"
book20.jpg,0.08104712041884816,278.2975199203092,"(2.9310171604156494, 6250)"
book21.jpg,0.037839658657085114,309.5091644602359,"(3.0459964275360107, 6250)"
book22.jpg,0.061688959872229984,290.27399137820237,"(3.074000835418701, 6250)"
book23.jpg,0.08065953654188948,277.301720383333,"(3.0859997272491455, 6250)"
book24.jpg,0.10308953341740228,277.8857891015417,"(3.198005437850952, 6250)"
book25.jpg,0.07871331159205455,288.6602288389503,"(3.354001522064209, 6250)"
book26.jpg,0.05263157894736842,291.24022466186295,"(3.3209996223449707, 6250)"
book27.jpg,0.04321372854914197,296.0625992350943,"(3.064995527267456, 6250)"
book28.jpg,0.06720321931589537,295.07583162549514,"(3.261997699737549, 6250)"
book29.jpg,0.08017241379310344,305.4231269787098,"(3.048999547958374, 6250)"
book3.jpg,0.06682577565632458,285.33069022068423,"(2.974005699157715, 6250)"
book30.jpg,0.05022514721163838,293.6395622863875,"(2.8139984607696533, 6250)"
book31.jpg,0.05178938263596065,289.9995532601392,"(3.101999521255493, 6250)"
book32.jpg,0.04548278861687585,304.51824618695434,"(2.937976837158203, 6250)"
book33.jpg,0.06238119923967513,276.9461608123384,"(2.891996145248413, 6250)"
book34.jpg,0.04116945107398568,292.6719424514042,"(2.8319976329803467, 6250)"
book35.jpg,0.04525579361609095,305.40238442147825,"(2.8809778690338135, 6250)"
book36.jpg,0.042973546154704764,317.3278778113216,"(2.9870004653930664, 6250)"
book37.jpg,0.050770625566636446,287.7313073885408,"(2.9250261783599854, 6250)"
