visual_distance,"[0.043577153235673904, 0.25655242800712585, 0.28144872188568115, 0.2439417541027069, 0.22745735943317413, 0.31518232822418213, 0.2431589812040329, 0.24620521068572998, 0.25973090529441833, 0.25795114040374756, 0.295592725276947, 0.26505666971206665, 0.2701312005519867, 0.30705156922340393, 0.2652822434902191, 0.2332412451505661, 0.28654175996780396, 0.26613911986351013, 0.27088847756385803, 0.2683868110179901, 0.2367813140153885, 0.19907794892787933, 4.389978408813477, 3.850257158279419, 3.2015316486358643, 3.1772232055664062, 4.502988815307617, 5.416835784912109, 5.3908371925354, 5.688787937164307, 7.155768871307373, 8.201805114746094, 7.847690582275391, 6.318171977996826, 5.692221641540527, 5.874718189239502, 5.238869667053223, 4.860718250274658, 3.835723400115967, 3.1940152645111084, 3.2152881622314453, 56.757347106933594, 2.6031694412231445, 2.7388088703155518, 2.434096336364746, 2.1342976093292236, 2.36529803276062, 2.3391213417053223, 2.5290944576263428, 2.872009515762329, 2.884384870529175, 2.7631113529205322, 2.807435989379883, 45.245567321777344, 7.529648780822754, 6.485311985015869, 5.025600433349609, 4.726180076599121, 2.8562519550323486, 2.5877976417541504, 3.4584600925445557, 3.758937120437622, 3.261934757232666, 2.2295913696289062, 2.819072961807251, 4.687124729156494, 4.1177754402160645, 6.634293079376221, 6.1188225746154785, 10.55235767364502, 11.606148719787598, 11.431321144104004, 11.450502395629883, 16.841806411743164, 20.009286880493164, 16.642990112304688, 22.335508346557617, 23.628856658935547, 21.551517486572266, 19.94400405883789, 24.715147018432617, 19.317607879638672, 16.74150848388672, 14.22083854675293, 13.690114974975586, 11.074541091918945, 10.890299797058105, 10.346563339233398, 11.756608963012695, 9.470865249633789, 7.716522693634033, 8.594622611999512, 7.861931324005127, 7.414144039154053, 62.39604568481445, 14.050996780395508, 12.905336380004883, 10.65643310546875, 7.64623498916626, 7.3467793464660645, 6.489875793457031, 7.350325584411621, 7.92586088180542, 6.774206161499023, 5.913115978240967, 5.4053802490234375, 5.829250335693359, 6.024292945861816, 5.554163932800293, 3.8359603881835938, 5.885152816772461, 4.484223365783691, 5.838706016540527, 6.194311141967773, 5.94917106628418, 5.676114559173584, 6.428950786590576, 4.774618148803711, 5.331305027008057, 5.898692607879639, 6.629922389984131, 0.6014398336410522, 0.5377160906791687, 0.5766415596008301, 0.7676820755004883, 0.686076819896698, 0.73087477684021, 1.0595437288284302, 0.9294461607933044, 0.7836585640907288, 0.8499313592910767, 0.809506893157959, 0.8317224383354187, 0.9578712582588196, 0.8631777763366699, 0.8257338404655457, 0.9900782704353333, 0.816006064414978, 0.8606135845184326]"
time_enc,519.4383871555328
time_play,45.44497609138489
